Store,Date,DayOfWeek,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
1,2013-07-12,5,11947.64,1393,1,1,0,1
1,2013-07-13,6,11857.72,1417,1,1,0,1
1,2013-07-14,7,0.0,0,0,1,0,1
1,2013-07-15,1,8921.23,1141,1,0,0,1
1,2013-07-16,2,8299.22,918,1,0,0,1
1,2013-07-17,3,7644.42,924,1,0,0,1
1,2013-07-18,4,7359.63,795,1,0,0,1
1,2013-07-19,5,8543.92,1236,1,0,0,1
1,2013-07-20,6,11489.14,1246,1,0,0,1
1,2013-07-21,7,0.0,0,0,0,0,1
1,2013-07-22,1,8476.58,1383,1,1,0,1
1,2013-07-23,2,11524.71,1302,1,1,0,1
1,2013-07-24,3,9053.64,1248,1,1,0,1
1,2013-07-25,4,9157.35,1086,1,1,0,1
1,2013-07-26,5,10837.3,1199,1,1,0,1
1,2013-07-27,6,12831.41,1308,1,1,0,1
1,2013-07-28,7,0.0,0,0,1,0,1
1,2013-07-29,1,7576.87,791,1,0,0,1
1,2013-07-30,2,9106.38,1117,1,0,0,1
1,2013-07-31,3,7404.68,850,1,0,0,1
1,2013-08-01,4,9224.09,1190,1,0,0,1
1,2013-08-02,5,11569.18,1596,1,0,0,1
1,2013-08-03,6,12072.95,1281,1,0,0,1
1,2013-08-04,7,0.0,0,0,0,0,1
1,2013-08-05,1,11709.12,1637,1,1,0,1
1,2013-08-06,2,11572.48,1384,1,1,0,1
1,2013-08-07,3,10561.71,1219,1,1,0,1
1,2013-08-08,4,12040.84,1333,1,1,0,1
1,2013-08-09,5,13674.87,1565,1,1,0,1
1,2013-08-10,6,14805.71,1793,1,1,0,1
1,2013-08-11,7,0.0,0,0,1,0,1
1,2013-08-12,1,9549.99,1272,1,0,0,1
1,2013-08-13,2,9069.05,1164,1,0,0,1
1,2013-08-14,3,9429.18,1104,1,0,0,1
1,2013-08-15,4,10511.29,1156,1,0,0,1
1,2013-08-16,5,0.0,0,0,0,0,1
1,2013-08-17,6,13181.9,1523,1,0,0,1
1,2013-08-18,7,0.0,0,0,0,0,1
1,2013-08-19,1,12442.08,1428,1,1,0,1
1,2013-08-20,2,11513.5,1569,1,1,0,1
1,2013-08-21,3,11996.98,1445,1,1,0,1
1,2013-08-22,4,8861.74,1169,1,1,0,1
1,2013-08-23,5,12013.63,1324,1,1,0,1
1,2013-08-24,6,13694.4,1748,1,1,0,1
1,2013-08-25,7,0.0,0,0,1,0,1
1,2013-08-26,1,12246.24,1628,1,0,0,1
1,2013-08-27,2,11450.82,1595,1,0,0,1
1,2013-08-28,3,8656.12,1070,1,0,0,1
1,2013-08-29,4,9839.59,1389,1,0,0,1
1,2013-08-30,5,10518.71,1104,1,0,0,1
1,2013-08-31,6,11973.15,1340,1,0,0,1
1,2013-09-01,7,0.0,0,0,0,0,0
1,2013-09-02,1,12252.34,1713,1,1,0,0
1,2013-09-03,2,9616.93,1106,1,1,0,0
1,2013-09-04,3,10565.49,1345,1,1,0,0
1,2013-09-05,4,11400.02,1311,1,1,0,0
1,2013-09-06,5,13837.16,1698,1,1,0,0
1,2013-09-07,6,0.0,0,0,1,0,0
1,2013-09-08,7,0.0,0,0,1,0,0
1,2013-09-09,1,9363.94,1054,1,0,0,0
1,2013-09-10,2,8624.13,899,1,0,0,0
1,2013-09-11,3,6106.96,623,1,0,0,0
1,2013-09-12,4,8630.63,1241,1,0,0,0
1,2013-09-13,5,10180.05,1219,1,0,0,0
1,2013-09-14,6,12491.15,1400,1,0,0,0
1,2013-09-15,7,0.0,0,0,0,0,0
1,2013-09-16,1,12508.46,1233,1,1,0,0
1,2013-09-17,2,10327.85,1231,1,1,0,0
1,2013-09-18,3,8344.95,966,1,1,0,0
1,2013-09-19,4,12556.7,1501,1,1,0,0
1,2013-09-20,5,11231.14,1252,1,1,0,0
1,2013-09-21,6,0.0,0,0,1,0,0
1,2013-09-22,7,0.0,0,0,1,0,0
1,2013-09-23,1,10176.94,1074,1,0,0,0
1,2013-09-24,2,7318.2,862,1,0,0,0
1,2013-09-25,3,8218.81,974,1,0,0,0
1,2013-09-26,4,7396.03,832,1,0,0,0
1,2013-09-27,5,7855.96,860,1,0,0,0
1,2013-09-28,6,11171.85,1500,1,0,0,0
1,2013-09-29,7,0.0,0,0,0,0,0
1,2013-09-30,1,12151.62,1167,1,1,0,0
1,2013-10-01,2,10400.38,1243,1,1,0,0
1,2013-10-02,3,10115.94,1064,1,1,0,0
1,2013-10-03,4,9560.81,1177,1,1,a,0
1,2013-10-04,5,13112.99,1612,1,1,0,0
1,2013-10-05,6,13484.73,1624,1,1,0,0
1,2013-10-06,7,0.0,0,0,1,0,0
1,2013-10-07,1,7074.44,902,1,0,0,0
1,2013-10-08,2,6111.99,790,1,0,0,0
1,2013-10-09,3,7827.37,833,1,0,0,0
1,2013-10-10,4,7427.32,878,1,0,0,0
1,2013-10-11,5,8822.02,1135,1,0,0,0
1,2013-10-12,6,10930.28,1212,1,0,0,0
1,2013-10-13,7,0.0,0,0,0,0,0
1,2013-10-14,1,0.0,0,0,1,0,0
1,2013-10-15,2,8949.15,1054,1,1,0,0
1,2013-10-16,3,8238.14,1136,1,1,0,0
1,2013-10-17,4,9646.95,1255,1,1,0,0
1,2013-10-18,5,12735.23,1907,1,1,0,0
1,2013-10-19,6,12223.03,1264,1,1,0,0
1,2013-10-20,7,0.0,0,0,1,0,0
1,2013-10-21,1,10153.91,1338,1,0,0,0
1,2013-10-22,2,8935.52,1045,1,0,0,0
1,2013-10-23,3,7841.08,898,1,0,0,0
1,2013-10-24,4,0.0,0,0,0,0,0
1,2013-10-25,5,10640.65,1477,1,0,0,0
1,2013-10-26,6,12178.03,1288,1,0,0,0
1,2013-10-27,7,0.0,0,0,0,0,0
1,2013-10-28,1,9161.04,1067,1,1,0,0
1,2013-10-29,2,11838.47,1328,1,1,0,0
1,2013-10-30,3,8567.36,1006,1,1,0,0
1,2013-10-31,4,8969.56,884,1,1,0,0
1,2013-11-01,5,14398.37,1854,1,1,0,0
1,2013-11-02,6,15697.42,1772,1,1,0,0
1,2013-11-03,7,0.0,0,0,1,0,0
1,2013-11-04,1,11358.08,1249,1,0,0,0
1,2013-11-05,2,10037.61,1419,1,0,0,0
1,2013-11-06,3,0.0,0,0,0,0,0
1,2013-11-07,4,8384.56,851,1,0,0,0
1,2013-11-08,5,12606.41,1448,1,0,0,0
1,2013-11-09,6,12762.29,1473,1,0,0,0
1,2013-11-10,7,0.0,0,0,0,0,0
1,2013-11-11,1,13042.73,1525,1,1,0,0
1,2013-11-12,2,11381.98,1349,1,1,0,0
1,2013-11-13,3,11744.5,1380,1,1,0,0
1,2013-11-14,4,11479.3,1376,1,1,0,0
1,2013-11-15,5,13085.53,1655,1,1,0,0
1,2013-11-16,6,15566.45,1766,1,1,0,0
1,2013-11-17,7,0.0,0,0,1,0,0
1,2013-11-18,1,10584.86,1138,1,0,0,0
1,2013-11-19,2,10736.35,1258,1,0,0,0
1,2013-11-20,3,8074.63,920,1,0,0,0
1,2013-11-21,4,11003.08,1173,1,0,0,0
1,2013-11-22,5,9950.91,1206,1,0,0,0
1,2013-11-23,6,12543.88,1560,1,0,0,0
1,2013-11-24,7,0.0,0,0,0,0,0
1,2013-11-25,1,12123.76,1515,1,1,0,0
1,2013-11-26,2,11024.17,1267,1,1,0,0
1,2013-11-27,3,9670.18,1191,1,1,0,0
1,2013-11-28,4,10248.88,1505,1,1,0,0
1,2013-11-29,5,13269.29,1556,1,1,0,0
1,2013-11-30,6,16283.47,2559,1,1,0,0
1,2013-12-01,7,0.0,0,0,1,0,0
1,2013-12-02,1,13641.42,1795,1,0,0,0
1,2013-12-03,2,10133.3,1301,1,0,0,0
1,2013-12-04,3,11783.53,1181,1,0,0,0
1,2013-12-05,4,0.0,0,0,0,0,0
1,2013-12-06,5,12658.79,1278,1,0,0,0
1,2013-12-07,6,14477.43,1646,1,0,0,0
1,2013-12-08,7,0.0,0,0,0,0,0
1,2013-12-09,1,15085.84,1901,1,1,0,0
1,2013-12-10,2,12494.41,1540,1,1,0,0
1,2013-12-11,3,12218.16,1400,1,1,0,0
1,2013-12-12,4,13206.79,1493,1,1,0,0
1,2013-12-13,5,15574.45,2018,1,1,0,0
1,2013-12-14,6,16866.05,1968,1,1,0,0
1,2013-12-15,7,0.0,0,0,1,0,0
1,2013-12-16,1,12896.4,1736,1,0,0,0
1,2013-12-17,2,10304.68,1217,1,0,0,0
1,2013-12-18,3,9299.45,1024,1,0,0,0
1,2013-12-19,4,8971.46,1293,1,0,0,0
1,2013-12-20,5,16183.86,1922,1,0,c,0
1,2013-12-21,6,18876.95,2038,1,0,c,0
1,2013-12-22,7,0.0,0,0,0,c,0
1,2013-12-23,1,18765.99,2461,1,1,c,1
1,2013-12-24,2,19330.17,2370,1,1,c,1
1,2013-12-25,3,15371.7,1962,1,1,c,1
1,2013-12-26,4,17643.76,2068,1,1,c,1
1,2013-12-27,5,17156.44,2155,1,1,0,1
1,2013-12-28,6,18768.13,2581,1,1,0,1
1,2013-12-29,7,0.0,0,0,1,0,1
1,2013-12-30,1,13117.25,1564,1,0,0,1
1,2013-12-31,2,11138.7,1097,1,0,0,1
1,2014-01-01,3,5505.33,643,1,0,a,1
1,2014-01-02,4,6419.31,728,1,0,0,1
1,2014-01-03,5,7686.14,827,1,0,0,1
1,2014-01-04,6,10920.43,1223,1,0,0,1
1,2014-01-05,7,0.0,0,0,0,0,1
1,2014-01-06,1,6759.54,819,1,1,0,0
1,2014-01-07,2,7973.09,991,1,1,0,0
1,2014-01-08,3,9358.07,1118,1,1,0,0
1,2014-01-09,4,7614.57,889,1,1,0,0
1,2014-01-10,5,9548.48,1012,1,1,0,0
1,2014-01-11,6,10646.71,1186,1,1,0,0
1,2014-01-12,7,0.0,0,0,1,0,0
1,2014-01-13,1,7264.57,785,1,0,0,0
1,2014-01-14,2,6869.64,745,1,0,0,0
1,2014-01-15,3,7527.91,862,1,0,0,0
1,2014-01-16,4,6996.36,1136,1,0,0,0
1,2014-01-17,5,3983.02,559,1,0,0,0
1,2014-01-18,6,9242.08,1220,1,0,0,0
1,2014-01-19,7,0.0,0,0,0,0,0
1,2014-01-20,1,10075.91,1241,1,1,0,0
1,2014-01-21,2,7849.53,889,1,1,0,0
1,2014-01-22,3,7571.9,983,1,1,0,0
1,2014-01-23,4,7815.16,1054,1,1,0,0
1,2014-01-24,5,8334.16,902,1,1,0,0
1,2014-01-25,6,10042.45,1193,1,1,0,0
1,2014-01-26,7,0.0,0,0,1,0,0
1,2014-01-27,1,7983.35,1036,1,0,0,0
1,2014-01-28,2,7780.57,952,1,0,0,0
1,2014-01-29,3,6756.29,761,1,0,0,0
1,2014-01-30,4,6887.87,757,1,0,0,0
1,2014-01-31,5,8349.02,1131,1,0,0,0
1,2014-02-01,6,8665.2,1067,1,0,0,0
1,2014-02-02,7,0.0,0,0,0,0,0
1,2014-02-03,1,10403.76,1047,1,1,0,0
1,2014-02-04,2,7935.84,903,1,1,0,0
1,2014-02-05,3,7747.81,900,1,1,0,0
1,2014-02-06,4,7987.3,1008,1,1,0,0
1,2014-02-07,5,9965.06,1172,1,1,0,0
1,2014-02-08,6,11272.65,1374,1,1,0,0
1,2014-02-09,7,0.0,0,0,1,0,0
1,2014-02-10,1,7924.47,1054,1,0,0,0
1,2014-02-11,2,6309.39,879,1,0,0,0
1,2014-02-12,3,5419.72,634,1,0,0,0
1,2014-02-13,4,6476.58,719,1,0,0,0
1,2014-02-14,5,8219.38,931,1,0,0,0
1,2014-02-15,6,6823.76,831,1,0,0,0
1,2014-02-16,7,0.0,0,0,0,0,0
1,2014-02-17,1,8931.69,1051,1,1,0,0
1,2014-02-18,2,9259.16,1068,1,1,0,0
1,2014-02-19,3,8119.07,1005,1,1,0,0
1,2014-02-20,4,9053.63,1124,1,1,0,0
1,2014-02-21,5,10009.42,1293,1,1,0,0
1,2014-02-22,6,11301.71,1316,1,1,0,0
1,2014-02-23,7,0.0,0,0,1,0,0
1,2014-02-24,1,6661.66,825,1,0,0,0
1,2014-02-25,2,5845.41,660,1,0,0,0
1,2014-02-26,3,6253.04,728,1,0,0,0
1,2014-02-27,4,5415.28,559,1,0,0,0
1,2014-02-28,5,8316.41,967,1,0,0,0
1,2014-03-01,6,10786.99,1116,1,0,0,0
1,2014-03-02,7,0.0,0,0,0,0,0
1,2014-03-03,1,12002.32,1503,1,1,0,0
1,2014-03-04,2,0.0,0,0,1,0,0
1,2014-03-05,3,9761.93,1010,1,1,0,0
1,2014-03-06,4,9613.53,1263,1,1,0,0
1,2014-03-07,5,9739.34,1253,1,1,0,0
1,2014-03-08,6,14259.02,1326,1,1,0,0
1,2014-03-09,7,0.0,0,0,1,0,0
1,2014-03-10,1,10656.76,1225,1,0,0,0
1,2014-03-11,2,8758.5,1024,1,0,0,0
1,2014-03-12,3,7463.0,1011,1,0,0,0
1,2014-03-13,4,8983.56,1085,1,0,0,0
1,2014-03-14,5,9639.18,1055,1,0,0,0
1,2014-03-15,6,10274.57,1083,1,0,0,0
1,2014-03-16,7,0.0,0,0,0,0,0
1,2014-03-17,1,11351.89,1223,1,1,0,0
1,2014-03-18,2,10967.06,1219,1,1,0,0
1,2014-03-19,3,9827.86,1289,1,1,0,0
1,2014-03-20,4,8431.42,1072,1,1,0,0
1,2014-03-21,5,12221.01,1261,1,1,0,0
1,2014-03-22,6,11738.33,1412,1,1,0,0
1,2014-03-23,7,0.0,0,0,1,0,0
1,2014-03-24,1,9273.32,985,1,0,0,0
1,2014-03-25,2,8676.33,1125,1,0,0,0
1,2014-03-26,3,7882.67,997,1,0,0,0
1,2014-03-27,4,8129.39,981,1,0,0,0
1,2014-03-28,5,9530.09,1147,1,0,0,0
1,2014-03-29,6,10031.66,1210,1,0,0,0
1,2014-03-30,7,0.0,0,0,0,0,0
1,2014-03-31,1,15511.02,1853,1,1,b,0
1,2014-04-01,2,13459.53,1577,1,1,b,0
1,2014-04-02,3,9766.57,989,1,1,0,0
1,2014-04-03,4,8263.5,1024,1,1,0,0
1,2014-04-04,5,12636.1,1423,1,1,0,0
1,2014-04-05,6,18666.52,2001,1,1,b,0
1,2014-04-06,7,0.0,0,0,1,b,0
1,2014-04-07,1,10634.3,1219,1,0,0,0
1,2014-04-08,2,9444.89,1099,1,0,0,0
1,2014-04-09,3,9775.89,1494,1,0,0,0
1,2014-04-10,4,8220.95,1001,1,0,0,1
1,2014-04-11,5,9383.51,1216,1,0,0,1
1,2014-04-12,6,14916.79,1500,1,0,0,1
1,2014-04-13,7,0.0,0,0,0,0,1
1,2014-04-14,1,0.0,0,0,1,0,1
1,2014-04-15,2,9957.29,1427,1,1,0,1
1,2014-04-16,3,9525.91,1129,1,1,0,1
1,2014-04-17,4,10352.26,1201,1,1,0,1
1,2014-04-18,5,13312.59,1788,1,1,0,1
1,2014-04-19,6,13827.83,1535,1,1,0,1
1,2014-04-20,7,0.0,0,0,1,b,1
1,2014-04-21,1,0.0,0,0,0,b,1
1,2014-04-22,2,9109.24,1036,1,0,0,1
1,2014-04-23,3,8791.55,903,1,0,0,1
1,2014-04-24,4,9169.97,1007,1,0,0,1
1,2014-04-25,5,12111.72,1611,1,0,0,0
1,2014-04-26,6,13005.55,1699,1,0,0,0
1,2014-04-27,7,0.0,0,0,0,0,0
1,2014-04-28,1,10893.9,1232,1,1,0,0
1,2014-04-29,2,9641.5,1211,1,1,0,0
1,2014-04-30,3,8865.6,858,1,1,0,0
1,2014-05-01,4,11504.0,1418,1,1,a,0
1,2014-05-02,5,11545.28,1809,1,1,0,0
1,2014-05-03,6,12099.88,1805,1,1,0,0
1,2014-05-04,7,0.0,0,0,1,0,0
1,2014-05-05,1,11279.62,1332,1,0,0,0
1,2014-05-06,2,9401.83,1030,1,0,0,0
1,2014-05-07,3,9044.29,995,1,0,0,0
1,2014-05-08,4,9553.36,1067,1,0,0,0
1,2014-05-09,5,9255.72,1225,1,0,0,0
1,2014-05-10,6,9488.73,1107,1,0,0,0
1,2014-05-11,7,0.0,0,0,0,0,0
1,2014-05-12,1,10906.86,1279,1,1,0,0
1,2014-05-13,2,11230.06,1152,1,1,0,0
1,2014-05-14,3,9020.32,916,1,1,0,0
1,2014-05-15,4,11665.27,1363,1,1,0,0
1,2014-05-16,5,10429.26,1247,1,1,0,0
1,2014-05-17,6,14933.36,1537,1,1,0,0
1,2014-05-18,7,0.0,0,0,1,0,0
1,2014-05-19,1,10236.18,1292,1,0,0,0
1,2014-05-20,2,9772.61,1153,1,0,0,0
1,2014-05-21,3,8017.98,862,1,0,0,0
1,2014-05-22,4,9794.32,1202,1,0,0,0
1,2014-05-23,5,10283.13,1313,1,0,0,0
1,2014-05-24,6,12482.5,1390,1,0,0,0
1,2014-05-25,7,0.0,0,0,0,0,0
1,2014-05-26,1,13193.57,1608,1,1,0,0
1,2014-05-27,2,9963.43,1169,1,1,0,0
1,2014-05-28,3,11694.11,1330,1,1,0,0
1,2014-05-29,4,0.0,0,0,1,0,0
1,2014-05-30,5,10059.08,1460,1,1,0,0
1,2014-05-31,6,14008.39,1610,1,1,0,0
1,2014-06-01,7,0.0,0,0,1,0,0
1,2014-06-02,1,8709.41,862,1,0,0,0
1,2014-06-03,2,8074.49,990,1,0,0,0
1,2014-06-04,3,5313.74,610,1,0,0,0
1,2014-06-05,4,6294.26,789,1,0,0,0
1,2014-06-06,5,8164.32,955,1,0,0,0
1,2014-06-07,6,7799.47,867,1,0,0,0
1,2014-06-08,7,0.0,0,0,0,0,0
1,2014-06-09,1,10048.95,1542,1,1,0,0
1,2014-06-10,2,10581.2,1685,1,1,0,0
